h_number,h_name,h_score,h_price,h_address,h_link
16,全季酒店(上海虹桥国展中心纪翟路店),4.8,274,位于虹桥枢纽地区，上海纪翟路988号,http://hotel.qunar.com/city/shanghai_city/dt-24837/?tag=shanghai_city#fromDate=2019-04-13&toDate=2019-04-14&q=&from=qunarHotel&fromFocusList=0&filterid=0cea8881-7a76-4114-9ab0-5b94eccb8517&showMap=0&qptype=&QHFP=ZSS_A8350DCC/
17,美豪酒店(上海金桥店),4.8,378,位于曹路镇，上海浦东新区曹路镇川沙路335号,http://hotel.qunar.com/city/shanghai_city/dt-41664/?tag=shanghai_city#fromDate=2019-04-13&toDate=2019-04-14&q=&from=qunarHotel&fromFocusList=0&filterid=0cea8881-7a76-4114-9ab0-5b94eccb8517&showMap=0&qptype=&QHFP=ZSS_A8350DCC/
18,城市便捷酒店(上海宝山华和路店),4.3,153,位于宝山区，上海宝山区华和路333号,http://hotel.qunar.com/city/shanghai_city/dt-22384/?tag=shanghai_city#fromDate=2019-04-13&toDate=2019-04-14&q=&from=qunarHotel&fromFocusList=0&filterid=0cea8881-7a76-4114-9ab0-5b94eccb8517&showMap=0&qptype=&QHFP=ZSS_A8350DCC/
20,北上海大酒店,4.5,528,位于彭浦地区，上海静安区江场西路277号,http://hotel.qunar.com/city/shanghai_city/dt-21588/?tag=shanghai_city#fromDate=2019-04-13&toDate=2019-04-14&q=&from=qunarHotel&fromFocusList=0&filterid=0cea8881-7a76-4114-9ab0-5b94eccb8517&showMap=0&qptype=&QHFP=ZSS_A8350DCC/
21,全季酒店上海虹桥机场绥宁路店,4.8,256,位于虹桥枢纽地区，上海长宁区绥宁路628号丙，凌空SOHO附近,http://hotel.qunar.com/city/shanghai_city/dt-55476/?tag=shanghai_city#fromDate=2019-04-13&toDate=2019-04-14&q=&from=qunarHotel&fromFocusList=0&filterid=0cea8881-7a76-4114-9ab0-5b94eccb8517&showMap=0&qptype=&QHFP=ZSS_A8350DCC/
22,上海五角场华美达大酒店,4.0,399,位于五角场商业区，上海杨浦区黄兴路1888号，中环国际大厦附近,http://hotel.qunar.com/city/shanghai_city/dt-2747/?tag=shanghai_city#fromDate=2019-04-13&toDate=2019-04-14&q=&from=qunarHotel&fromFocusList=0&filterid=0cea8881-7a76-4114-9ab0-5b94eccb8517&showMap=0&qptype=&QHFP=ZSS_A8350DCC/
23,和颐至尊酒店上海世博店,4.7,319,位于龙阳路，上海浦东新区临沂路140号，上海儿童医学中心附近,http://hotel.qunar.com/city/shanghai_city/dt-47285/?tag=shanghai_city#fromDate=2019-04-13&toDate=2019-04-14&q=&from=qunarHotel&fromFocusList=0&filterid=0cea8881-7a76-4114-9ab0-5b94eccb8517&showMap=0&qptype=&QHFP=ZSS_A8350DCC/
24,上海洛克华菲酒店(原钱龙大酒店),4.8,177,位于金山区，上海金山区金山大道3398号,http://hotel.qunar.com/city/shanghai_city/dt-14596/?tag=shanghai_city#fromDate=2019-04-13&toDate=2019-04-14&q=&from=qunarHotel&fromFocusList=0&filterid=0cea8881-7a76-4114-9ab0-5b94eccb8517&showMap=0&qptype=&QHFP=ZSS_A8350DCC/
25,上海宜必思酒店虹桥古北店,4.7,250,位于吴中路，上海吴中路453号，金虹桥广场附近,http://hotel.qunar.com/city/shanghai_city/dt-25092/?tag=shanghai_city#fromDate=2019-04-13&toDate=2019-04-14&q=&from=qunarHotel&fromFocusList=0&filterid=0cea8881-7a76-4114-9ab0-5b94eccb8517&showMap=0&qptype=&QHFP=ZSS_A8350DCC/
26,桔子酒店·精选(上海江桥曹安公路店)(原虹桥机场国展中心酒店),4.8,281,位于曹杨真如，上海嘉定区曹安公路1980号，上海沪西医院附近,http://hotel.qunar.com/city/shanghai_city/dt-24925/?tag=shanghai_city#fromDate=2019-04-13&toDate=2019-04-14&q=&from=qunarHotel&fromFocusList=0&filterid=0cea8881-7a76-4114-9ab0-5b94eccb8517&showMap=0&qptype=&QHFP=ZSS_A8350DCC/
27,和颐至格酒店上海浦东陆家嘴八佰伴店,4.8,395,位于浦东陆家嘴，上海浦东新区浦东南路1085号，紧挨新梅联合广场,http://hotel.qunar.com/city/shanghai_city/dt-49544/?tag=shanghai_city#fromDate=2019-04-13&toDate=2019-04-14&q=&from=qunarHotel&fromFocusList=0&filterid=0cea8881-7a76-4114-9ab0-5b94eccb8517&showMap=0&qptype=&QHFP=ZSS_A8350DCC/
28,和颐至尊酒店上海静安南京西路店,4.3,389,位于长寿路商业区，上海静安区新闸路1136号2、4层，靠近凯迪克大厦,http://hotel.qunar.com/city/shanghai_city/dt-48009/?tag=shanghai_city#fromDate=2019-04-13&toDate=2019-04-14&q=&from=qunarHotel&fromFocusList=0&filterid=0cea8881-7a76-4114-9ab0-5b94eccb8517&showMap=0&qptype=&QHFP=ZSS_A8350DCC/
29,如家精选酒店上海羽山路源深体育中心店,4.7,312,位于世纪大道，上海浦东新区羽山路166号(羽山路桃林路路口)，上海东方艺术中心附近,http://hotel.qunar.com/city/shanghai_city/dt-23697/?tag=shanghai_city#fromDate=2019-04-13&toDate=2019-04-14&q=&from=qunarHotel&fromFocusList=0&filterid=0cea8881-7a76-4114-9ab0-5b94eccb8517&showMap=0&qptype=&QHFP=ZSS_A8350DCC/
30,和颐酒店(上海虹桥国展中心北青公路店),4.9,287,位于青浦区，上海青浦区重固镇赵重公路2778弄115号,http://hotel.qunar.com/city/shanghai_city/dt-59556/?tag=shanghai_city#fromDate=2019-04-13&toDate=2019-04-14&q=&from=qunarHotel&fromFocusList=0&filterid=0cea8881-7a76-4114-9ab0-5b94eccb8517&showMap=0&qptype=&QHFP=ZSS_A8350DCC/
